 k=    2.0000000000000000      a=   2.0000000000000000      b=   1.0000000000000000      r=   2.0000000000000000     
 x   SS
   2.0000000000000000       -2.3383431450815970E-003
   2.2000000029802322       -1.8764916248947775E-003
   2.4000000059604645       -1.5213542497565793E-003
   2.6000000089406967       -1.2449850895237624E-003
   2.8000000119209290       -1.0275506723130595E-003
   3.0000000149011612       -8.5476179326101503E-004
   3.2000000178813934       -7.1618096528580134E-004
   3.4000000208616257       -6.0408709342955685E-004
   3.6000000238418579       -5.1270148056070761E-004
   3.8000000268220901       -4.3765222732674257E-004
   4.0000000298023224       -3.7559844721933854E-004
   4.2000000327825546       -3.2396321315581806E-004
   4.4000000357627869       -2.8074150180330056E-004
   4.6000000387430191       -2.4436053218054757E-004
   4.8000000417232513       -2.1357714603901403E-004
   5.0000000447034836       -1.8740166944675643E-004
   5.2000000476837158       -1.6504090453348103E-004
   5.4000000506639481       -1.4585507718787612E-004
   5.6000000536441803       -1.2932506041064975E-004
   5.8000000566244125       -1.1502722969152552E-004
   6.0000000596046448       -1.0261403370010362E-004
   6.2000000625848770       -9.1798878357298276E-005
   6.4000000655651093       -8.2344290313108266E-005
   6.6000000685453415       -7.4052591203846948E-005
   6.8000000715255737       -6.6758507021914810E-005
   7.0000000745058060       -6.0323278371777396E-005
   7.2000000774860382       -5.4629941849669878E-005
   7.4000000804662704       -4.9579530496235008E-005
   7.6000000834465027       -4.5087999480124238E-005
   7.8000000864267349       -4.1083727057773361E-005
   8.0000000894069672       -3.7505474151632454E-005
   8.2000000923871994       -3.4300711303270645E-005
   8.4000000953674316       -3.1424241266774696E-005
   8.6000000983476639       -2.8837060566328149E-005
   8.8000001013278961       -2.6505415026499669E-005
   9.0000001043081284       -2.4400013396467600E-005
   9.2000001072883606       -2.2495370330912238E-005
   9.4000001102685928       -2.0769255613226831E-005
   9.6000001132488251       -1.9202230953904042E-005
   9.8000001162290573       -1.7777259229544954E-005
