 k=    2.0000000000000000      a=   1.0000000000000000      b=  0.50000000000000000      r/b=           4
 x   TT-4b
   0.0000000000000000       -1.0255620280935339E-004
   5.5555555555555558E-003  -1.0248198436927060E-004
   1.1111111111111112E-002  -1.0225954364741280E-004
   1.6666666666666666E-002  -1.0188952276909907E-004
   2.2222222222222223E-002  -1.0137298639318846E-004
   2.7777777777777776E-002  -1.0071141344399706E-004
   3.3333333333333333E-002  -9.9906685651050844E-005
   3.8888888888888890E-002  -9.8961073014385760E-005
   4.4444444444444446E-002  -9.7877216350127969E-005
   5.0000000000000003E-002  -9.6658107109905589E-005
   5.5555555555555552E-002  -9.5307064707940138E-005
   6.1111111111111109E-002  -9.3827711630638187E-005
   6.6666666666666666E-002  -9.2223946643980219E-005
   7.2222222222222215E-002  -9.0499916452370821E-005
   7.7777777777777779E-002  -8.8659986196955282E-005
   8.3333333333333329E-002  -8.6708709209567169E-005
   8.8888888888888892E-002  -8.4650796458294347E-005
   9.4444444444444456E-002  -8.2491086130093882E-005
  0.10000000000000002       -8.0234513793353028E-005
  0.10555555555555558       -7.7886083567724537E-005
  0.11111111111111115       -7.5450840699702959E-005
  0.11666666666666671       -7.2933845900847850E-005
  0.12222222222222227       -7.0340151752744167E-005
  0.12777777777777782       -6.7674781420996706E-005
  0.13333333333333339       -6.4942709852628246E-005
  0.13888888888888895       -6.2148847560443706E-005
  0.14444444444444451       -5.9298027027583785E-005
  0.15000000000000008       -5.6394991698779535E-005
  0.15555555555555564       -5.3444387464503785E-005
  0.16111111111111120       -5.0450756492441443E-005
  0.16666666666666677       -4.7418533218930231E-005
  0.17222222222222233       -4.4352042281965050E-005
  0.17777777777777790       -4.1255498157048724E-005
  0.18333333333333346       -3.8133006247031093E-005
  0.18888888888888902       -3.4988565176085576E-005
  0.19444444444444459       -3.1826070044768105E-005
  0.20000000000000015       -2.8649316416183795E-005
  0.20555555555555571       -2.5462004821083102E-005
  0.21111111111111128       -2.2267745590729072E-005
  0.21666666666666684       -1.9070063849267279E-005
  0.22222222222222240       -1.5872404520917112E-005
  0.22777777777777797       -1.2678137230636524E-005
  0.23333333333333353       -9.4905609992490445E-006
  0.23888888888888909       -6.3129086548255475E-006
  0.24444444444444466       -3.1483509010334602E-006
  0.25000000000000022        1.1430692737643488E-019
  0.25555555555555576        3.1290869580851016E-006
  0.26111111111111135        6.2359052138498917E-006
  0.26666666666666689        9.3174999308155552E-006
  0.27222222222222248        1.2370964216740321E-005
  0.27777777777777801        1.5393437563390513E-005
  0.28333333333333360        1.8382104688491608E-005
  0.28888888888888914        2.1334194759534637E-005
  0.29444444444444473        2.4246980976170844E-005
  0.30000000000000027        2.7117780485939751E-005
  0.30555555555555586        2.9943954606886344E-005
  0.31111111111111139        3.2722909330077677E-005
  0.31666666666666698        3.5452096075003644E-005
  0.32222222222222252        3.8129012671228399E-005
  0.32777777777777811        4.0751204540350196E-005
  0.33333333333333365        4.3316266053249944E-005
  0.33888888888888924        4.5821842038695674E-005
  0.34444444444444478        4.8265629420563114E-005
  0.35000000000000037        5.0645378962195846E-005
  0.35555555555555590        5.2958897097711970E-005
  0.36111111111111149        5.5204047831361012E-005
  0.36666666666666703        5.7378754687304117E-005
  0.37222222222222262        5.9481002693429655E-005
  0.37777777777777816        6.1508840384008932E-005
  0.38333333333333375        6.3460381807136490E-005
  0.38888888888888928        6.5333808523982336E-005
  0.39444444444444487        6.7127371587903157E-005
  0.40000000000000041        6.8839393492429202E-005
  0.40555555555555600        7.0468270078027817E-005
  0.41111111111111154        7.2012472388411443E-005
  0.41666666666666713        7.3470548467921768E-005
  0.42222222222222267        7.4841125092275321E-005
  0.42777777777777826        7.6122909425628039E-005
  0.43333333333333379        7.7314690597555635E-005
  0.43888888888888938        7.8415341194155246E-005
  0.44444444444444492        7.9423818658008247E-005
  0.45000000000000051        8.0339166592288675E-005
  0.45555555555555605        8.1160515964767184E-005
  0.46111111111111164        8.1887086207941092E-005
  0.46666666666666717        8.2518186211939733E-005
  0.47222222222222276        8.3053215207267635E-005
  0.47777777777777830        8.3491663534845129E-005
  0.48333333333333389        8.3833113301172842E-005
  0.48888888888888943        8.4077238916804053E-005
  0.49444444444444502        8.4223807516661459E-005
