 k=    2.0000000000000000      a=   1.0000000000000000      b=  0.50000000000000000      r/b=   2.0000000000000000     
 x   SS
   2.0000000000000000       -2.2634857641989732E-004
   2.1000000014901161       -2.1174519933568747E-004
   2.2000000029802322       -1.9827655558290596E-004
   2.3000000044703484       -1.8583992719396124E-004
   2.4000000059604645       -1.7434317481779024E-004
   2.5000000074505806       -1.6370351997422163E-004
   2.6000000089406967       -1.5384648185965441E-004
   2.7000000104308128       -1.4470494731321287E-004
   2.8000000119209290       -1.3621835575253856E-004
   2.9000000134110451       -1.2833198357477406E-004
   3.0000000149011612       -1.2099631477898848E-004
   3.1000000163912773       -1.1416648647321356E-004
   3.2000000178813934       -1.0780179954146103E-004
   3.3000000193715096       -1.0186528611215494E-004
   3.4000000208616257       -9.6323326629431976E-005
   3.5000000223517418       -9.1145310315896361E-005
   3.6000000238418579       -8.6303333657165878E-005
   3.7000000253319740       -8.1771932257759014E-005
   3.8000000268220901       -7.7527842033596405E-005
   3.9000000283122063       -7.3549786234519151E-005
   4.0000000298023224       -6.9818285244067110E-005
   4.1000000312924385       -6.6315486494473441E-005
   4.2000000327825546       -6.3025012171792763E-005
   4.3000000342726707       -5.9931822677189365E-005
   4.4000000357627869       -5.7022094062335399E-005
   4.5000000372529030       -5.4283107875239667E-005
   4.6000000387430191       -5.1703152042423203E-005
   4.7000000402331352       -4.9271431578228663E-005
   4.8000000417232513       -4.6977988055643116E-005
   4.9000000432133675       -4.4813626898263423E-005
   5.0000000447034836       -4.2769851662444984E-005
   5.1000000461935997       -4.0838804574389356E-005
   5.2000000476837158       -3.9013212670776389E-005
   5.3000000491738319       -3.7286338965107226E-005
   5.4000000506639481       -3.5651938126542257E-005
   5.5000000521540642       -3.4104216214860358E-005
   5.6000000536441803       -3.2637794065228169E-005
   5.7000000551342964       -3.1247673960620731E-005
   5.8000000566244125       -2.9929209268719718E-005
   5.9000000581145287       -2.8678076754582757E-005
   6.0000000596046448       -2.7490251310885360E-005
   6.1000000610947609       -2.6361982874573736E-005
   6.2000000625848770       -2.5289775322753341E-005
   6.3000000640749931       -2.4270367161944673E-005
   6.4000000655651093       -2.3300713843783127E-005
   6.5000000670552254       -2.2377971557105271E-005
   6.6000000685453415       -2.1499482361393238E-005
   6.7000000700354576       -2.0662760539956174E-005
   6.8000000715255737       -1.9865480063201116E-005
   6.9000000730156898       -1.9105463063047834E-005
   7.0000000745058060       -1.8380669229119631E-005
   7.1000000759959221       -1.7689186045919450E-005
   7.2000000774860382       -1.7029219797891282E-005
   7.3000000789761543       -1.6399087276168233E-005
   7.4000000804662704       -1.5797208127007210E-005
   7.5000000819563866       -1.5222097787483818E-005
   7.6000000834465027       -1.4672360959035325E-005
   7.7000000849366188       -1.4146685573957299E-005
   7.8000000864267349       -1.3643837214030085E-005
   7.9000000879168510       -1.3162653944125354E-005
   8.0000000894069672       -1.2702041526959653E-005
   8.1000000908970833       -1.2260968988159176E-005
   8.2000000923871994       -1.1838464503511532E-005
   8.3000000938773155       -1.1433611582733845E-005
   8.4000000953674316       -1.1045545526309698E-005
   8.5000000968575478       -1.0673450133962903E-005
   8.6000000983476639       -1.0316554645164386E-005
   8.7000000998377800       -9.9741308937286187E-006
   8.8000001013278961       -9.6454906600648139E-006
   8.9000001028180122       -9.3299832060193419E-006
   9.0000001043081284       -9.0269929784943241E-006
   9.1000001057982445       -8.7359374691636772E-006
   9.2000001072883606       -8.4562652186435355E-006
   9.3000001087784767       -8.1874539544184076E-006
   9.4000001102685928       -7.9290088526860858E-006
   9.5000001117587090       -7.6804609150709443E-006
   9.6000001132488251       -7.4413654518743292E-006
   9.7000001147389412       -7.2113006641878691E-006
   9.8000001162290573       -6.9898663177967144E-006
   9.9000001177191734       -6.7766825023502694E-006
   10.000000119209290       -6.5713884697820383E-006
   10.100000120699406       -6.3736415464222705E-006
