 k=    5.0000000000000000      a=   1.0000000000000000      b=  0.20000000000000001      r/b=          10
 x   TT-10b
   0.0000000000000000       -6.6215317715852246E-005
   5.5555555555555558E-003  -6.6139024467419937E-005
   1.1111111111111112E-002  -6.5911261623823598E-005
   1.6666666666666666E-002  -6.5535357875612285E-005
   2.2222222222222223E-002  -6.5016780127297305E-005
   2.7777777777777776E-002  -6.4362988194547599E-005
   3.3333333333333333E-002  -6.3583192439740850E-005
   3.8888888888888890E-002  -6.2687996004302625E-005
   4.4444444444444446E-002  -6.1688924217769776E-005
   5.0000000000000003E-002  -6.0597874071678781E-005
   5.5555555555555552E-002  -5.9426544833051203E-005
   6.1111111111111109E-002  -5.8185923464811997E-005
   6.6666666666666666E-002  -5.6885888508482000E-005
   7.2222222222222215E-002  -5.5534967837328375E-005
   7.7777777777777779E-002  -5.4140251788419304E-005
   8.3333333333333329E-002  -5.2707436219495274E-005
   8.8888888888888892E-002  -5.1240956336574219E-005
   9.4444444444444456E-002  -4.9744171028349981E-005
  0.10000000000000002       -4.8219564363292529E-005
  0.10555555555555558       -4.6668940887044343E-005
  0.11111111111111115       -4.5093600929703476E-005
  0.11666666666666671       -4.3494489631576678E-005
  0.12222222222222227       -4.1872318472767765E-005
  0.12777777777777782       -4.0227661082307568E-005
  0.13333333333333339       -3.8561026566415279E-005
  0.13888888888888895       -3.6872914068909290E-005
  0.14444444444444451       -3.5163852176823019E-005
  0.15000000000000008       -3.3434426397577605E-005
  0.15555555555555564       -3.1685297439504876E-005
  0.16111111111111120       -2.9917212526717384E-005
  0.16666666666666677       -2.8131011523404642E-005
  0.17222222222222233       -2.6327629252176980E-005
  0.17777777777777790       -2.4508095069624177E-005
  0.18333333333333346       -2.2673530504730573E-005
  0.18888888888888902       -2.0825145563581657E-005
  0.19444444444444459       -1.8964234147331437E-005
  0.20000000000000015       -1.7092168911011702E-005
  0.20555555555555571       -1.5210395800173069E-005
  0.21111111111111128       -1.3320428434685737E-005
  0.21666666666666684       -1.1423842458523551E-005
  0.22222222222222240       -9.5222699371370618E-006
  0.22777777777777797       -7.6173938568392757E-006
  0.23333333333333353       -5.7109427608344612E-006
  0.23888888888888909       -3.8046855424571314E-006
  0.24444444444444466       -1.9004264061742721E-006
  0.25000000000000022        6.9106945976940389E-020
  0.25555555555555576        1.8947332817177232E-006
  0.26111111111111135        3.7818918291840332E-006
  0.26666666666666689        5.6595771876417676E-006
  0.27222222222222248        7.5258782743979200E-006
  0.27777777777777801        9.3788754497678280E-006
  0.28333333333333360        1.1216644449320874E-005
  0.28888888888888914        1.3037260184564273E-005
  0.29444444444444473        1.4838800418832030E-005
  0.30000000000000027        1.6619349324511413E-005
  0.30555555555555586        1.8377000927199060E-005
  0.31111111111111139        2.0109862441999689E-005
  0.31666666666666698        2.1816057505967936E-005
  0.32222222222222252        2.3493729311028178E-005
  0.32777777777777811        2.5141043640073816E-005
  0.33333333333333365        2.6756191809713304E-005
  0.33888888888888924        2.8337393521178063E-005
  0.34444444444444478        2.9882899622110550E-005
  0.35000000000000037        3.1390994779764330E-005
  0.35555555555555590        3.2860000067611349E-005
  0.36111111111111149        3.4288275466036098E-005
  0.36666666666666703        3.5674222276808895E-005
  0.37222222222222262        3.7016285452712709E-005
  0.37777777777777816        3.8312955842348063E-005
  0.38333333333333375        3.9562772349570006E-005
  0.38888888888888928        4.0764324006501497E-005
  0.39444444444444487        4.1916251962564389E-005
  0.40000000000000041        4.3017251386101407E-005
  0.40555555555555600        4.4066073279436638E-005
  0.41111111111111154        4.5061526206913866E-005
  0.41666666666666713        4.6002477934192694E-005
  0.42222222222222267        4.6887856979414949E-005
  0.42777777777777826        4.7716654075582292E-005
  0.43333333333333379        4.8487923541046906E-005
  0.43888888888888938        4.9200784560619376E-005
  0.44444444444444492        4.9854422374374632E-005
  0.45000000000000051        5.0448089374739342E-005
  0.45555555555555605        5.0981106110115274E-005
  0.46111111111111164        5.1452862193893647E-005
  0.46666666666666717        5.1862817124012211E-005
  0.47222222222222276        5.2210500999741073E-005
  0.47777777777777830        5.2495515151483400E-005
  0.48333333333333389        5.2717532669927396E-005
  0.48888888888888943        5.2876298840520153E-005
  0.49444444444444502        5.2971631483086706E-005
