 k=    2.0000000000000000      a=   1.0000000000000000      b=  0.50000000000000000      r/b=           3
 x   SS-3b
   0.0000000000000000       -1.2099631583334010E-004
   5.5555555555555558E-003  -1.2092979704006533E-004
   1.1111111111111112E-002  -1.2073027498569993E-004
   1.6666666666666666E-002  -1.2039785273672164E-004
   2.2222222222222223E-002  -1.1993270236911815E-004
   2.7777777777777776E-002  -1.1933506541554369E-004
   3.3333333333333333E-002  -1.1860525349009670E-004
   3.8888888888888890E-002  -1.1774364908955484E-004
   4.4444444444444446E-002  -1.1675070656966037E-004
   5.0000000000000003E-002  -1.1562695329488058E-004
   5.5555555555555552E-002  -1.1437299095997133E-004
   6.1111111111111109E-002  -1.1298949708165416E-004
   6.6666666666666666E-002  -1.1147722665878032E-004
   7.2222222222222215E-002  -1.0983701399948785E-004
   7.7777777777777779E-002  -1.0806977471406141E-004
   8.3333333333333329E-002  -1.0617650787244773E-004
   8.8888888888888892E-002  -1.0415829832565526E-004
   9.4444444444444456E-002  -1.0201631919053737E-004
  0.10000000000000002       -9.9751834497695081E-005
  0.10555555555555558       -9.7366202002393358E-005
  0.11111111111111115       -9.4860876158424332E-005
  0.11666666666666671       -9.2237411254716999E-005
  0.12222222222222227       -8.9497464714126881E-005
  0.12777777777777782       -8.6642800553192261E-005
  0.13333333333333339       -8.3675293000640651E-005
  0.13888888888888895       -8.0596930271023421E-005
  0.14444444444444451       -7.7409818487976062E-005
  0.15000000000000008       -7.4116185749203731E-005
  0.15555555555555564       -7.0718386322320850E-005
  0.16111111111111120       -6.7218904957105894E-005
  0.16666666666666677       -6.3620361295542696E-005
  0.17222222222222233       -5.9925514356221751E-005
  0.17777777777777790       -5.6137267064288512E-005
  0.18333333333333346       -5.2258670792220970E-005
  0.18888888888888902       -4.8292929870385252E-005
  0.19444444444444459       -4.4243406019680824E-005
  0.20000000000000015       -4.0113622651827857E-005
  0.20555555555555571       -3.5907268976148395E-005
  0.21111111111111128       -3.1628203845309043E-005
  0.21666666666666684       -2.7280459266662643E-005
  0.22222222222222240       -2.2868243500839035E-005
  0.22777777777777797       -1.8395943665357206E-005
  0.23333333333333353       -1.3868127758528037E-005
  0.23888888888888909       -9.2895460180241773E-006
  0.24444444444444466       -4.6651315293950214E-006
  0.25000000000000022       -2.6290440704305941E-015
  0.25555555555555576        4.7005513603339522E-006
  0.26111111111111135        9.4310459774929649E-006
  0.26666666666666689        1.4185831039852950E-005
  0.27222222222222248        1.8959081757230844E-005
  0.27777777777777801        2.3744806736781939E-005
  0.28333333333333360        2.8536854521608769E-005
  0.28888888888888914        3.3328921303518735E-005
  0.29444444444444473        3.8114559810411163E-005
  0.30000000000000027        4.2887189355273680E-005
  0.30555555555555586        4.7640107020706849E-005
  0.31111111111111139        5.2366499940581066E-005
  0.31666666666666698        5.7059458629116229E-005
  0.32222222222222252        6.1711991297548190E-005
  0.32777777777777811        6.6317039089726595E-005
  0.33333333333333365        7.0867492160536173E-005
  0.33888888888888924        7.5356206514939862E-005
  0.34444444444444478        7.9776021520660989E-005
  0.35000000000000037        8.4119778003962847E-005
  0.35555555555555590        8.8380336835530636E-005
  0.36111111111111149        9.2550597911987973E-005
  0.36666666666666703        9.6623519437948383E-005
  0.37222222222222262        1.0059213741358873E-004
  0.37777777777777816        1.0444958523340334E-004
  0.38333333333333375        1.0818911330296391E-004
  0.38888888888888928        1.1180410858206484E-004
  0.39444444444444487        1.1528811396451155E-004
  0.40000000000000041        1.1863484740695498E-004
  0.40555555555555600        1.2183822072153741E-004
  0.41111111111111154        1.2489235794967702E-004
  0.41666666666666713        1.2779161323705267E-004
  0.42222222222222267        1.3053058813275421E-004
  0.42777777777777826        1.3310414823863111E-004
  0.43333333333333379        1.3550743913810667E-004
  0.43888888888888938        1.3773590153713129E-004
  0.44444444444444492        1.3978528555352014E-004
  0.45000000000000051        1.4165166409468822E-004
  0.45555555555555605        1.4333144526772565E-004
  0.46111111111111164        1.4482138376988078E-004
  0.46666666666666717        1.4611859121181709E-004
  0.47222222222222276        1.4722054533048402E-004
  0.47777777777777830        1.4812509805308115E-004
  0.48333333333333389        1.4883048237839037E-004
  0.48888888888888943        1.4933531804668009E-004
  0.49444444444444502        1.4963861597445339E-004
