 k=    2.0000000000000000      a=   1.0000000000000000      b=  0.50000000000000000      r/b=   3.0000000000000000     
 x   ST
   3.0000000000000000        1.4973978143546199E-004
   3.1000000014901161        1.4089352215299714E-004
   3.2000000029802322        1.3267744743185059E-004
   3.3000000044703484        1.2503919788242431E-004
   3.4000000059604645        1.1793136912368877E-004
   3.5000000074505806        1.1131098707270621E-004
   3.6000000089406967        1.0513904456109307E-004
   3.7000000104308128        9.9380091453541911E-005
   3.8000000119209290        9.4001871523750340E-005
   3.9000000134110451        8.8975000263176343E-005
   4.0000000149011612        8.4272678583300847E-005
   4.1000000163912773        7.9870438043610370E-005
   4.2000000178813934        7.5745913812899347E-005
   4.3000000193715096        7.1878642065432375E-005
   4.4000000208616257        6.8249878938308952E-005
   4.5000000223517418        6.4842438542372881E-005
   4.6000000238418579        6.1640547834901480E-005
   4.7000000253319740        5.8629716435419566E-005
   4.8000000268220901        5.5796619702504250E-005
   4.9000000283122063        5.3128993594613971E-005
   5.0000000298023224        5.0615540016230005E-005
   5.1000000312924385        4.8245841505715699E-005
   5.2000000327825546        4.6010284256485038E-005
   5.3000000342726707        4.3899988581068292E-005
   5.4000000357627869        4.1906746030801929E-005
   5.5000000372529030        4.0022962474155934E-005
   5.6000000387430191        3.8241606515853764E-005
   5.7000000402331352        3.6556162708411977E-005
   5.8000000417232513        3.4960589068790177E-005
   5.9000000432133675        3.3449278466585156E-005
   6.0000000447034836        3.2017023497567744E-005
   6.1000000461935997        3.0658984498152526E-005
   6.2000000476837158        2.9370660393314027E-005
   6.3000000491738319        2.8147862103123993E-005
   6.4000000506639481        2.6986688262008613E-005
   6.5000000521540642        2.5883503030470810E-005
   6.6000000536441803        2.4834915801787794E-005
   6.7000000551342964        2.3837762626424507E-005
   6.8000000566244125        2.2889089194902018E-005
   6.9000000581145287        2.1986135235888564E-005
   7.0000000596046448        2.1126320200572760E-005
   7.1000000610947609        2.0307230117132354E-005
   7.2000000625848770        1.9526605510507612E-005
   7.3000000640749931        1.8782330292878701E-005
   7.4000000655651093        1.8072421539369199E-005
   7.5000000670552254        1.7395020071672350E-005
   7.6000000685453415        1.6748381779628381E-005
   7.7000000700354576        1.6130869617363301E-005
   7.8000000715255737        1.5540946216514735E-005
   7.9000000730156898        1.4977167064389448E-005
   8.0000000745058060        1.4438174199686449E-005
   8.1000000759959221        1.3922690382734233E-005
   8.2000000774860382        1.3429513701081399E-005
   8.3000000789761543        1.2957512574791878E-005
   8.4000000804662704        1.2505621128967675E-005
   8.5000000819563866        1.2072834903890129E-005
   8.6000000834465027        1.1658206875764938E-005
   8.7000000849366188        1.1260843763405515E-005
   8.8000000864267349        1.0879902598318322E-005
   8.9000000879168510        1.0514587537584517E-005
   9.0000000894069672        1.0164146900684310E-005
   9.1000000908970833        9.8278704130021596E-006
   9.2000000923871994        9.5050866401973490E-006
   9.3000000938773155        9.1951605989403295E-006
   9.4000000953674316        8.8974915307126752E-006
   9.5000000968575478        8.6115108264596430E-006
   9.6000000983476639        8.3366800908783949E-006
   9.7000000998377800        8.0724893360321827E-006
   9.8000001013278961        7.8184552948082740E-006
   9.9000001028180122        7.5741198454937947E-006
   10.000000104308128        7.3390485394344741E-006
   10.100000105798244        7.1128292243732104E-006
