 k=    2.0000000000000000      a=   2.0000000000000000      b=   1.0000000000000000      r/b=   2.0000000000000000     
 x   SS
   2.0000000000000000       -2.3383431450815970E-003
   2.1000000014901161       -2.0919188256792488E-003
   2.2000000029802322       -1.8764916248947775E-003
   2.3000000044703484       -1.6875584380152278E-003
   2.4000000059604645       -1.5213542497565793E-003
   2.5000000074505806       -1.3747179950633417E-003
   2.6000000089406967       -1.2449850895237624E-003
   2.7000000104308128       -1.1299008901172654E-003
   2.8000000119209290       -1.0275506723130595E-003
   2.9000000134110451       -9.3630270879698711E-004
   3.0000000149011612       -8.5476179326101503E-004
   3.1000000163912773       -7.8173113137375272E-004
   3.2000000178813934       -7.1618096528580134E-004
   3.3000000193715096       -6.5722264092629061E-004
   3.4000000208616257       -6.0408709342955685E-004
   3.5000000223517418       -5.5610693355041677E-004
   3.6000000238418579       -5.1270148056070761E-004
   3.7000000253319740       -4.7336421517401217E-004
   3.8000000268220901       -4.3765222732674257E-004
   3.9000000283122063       -4.0517731409710726E-004
   4.0000000298023224       -3.7559844721933854E-004
   4.1000000312924385       -3.4861538104852480E-004
   4.2000000327825546       -3.2396321315581806E-004
   4.3000000342726707       -3.0140774308373984E-004
   4.4000000357627869       -2.8074150180330056E-004
   4.5000000372529030       -2.6178034636988506E-004
   4.6000000387430191       -2.4436053218054757E-004
   4.7000000402331352       -2.2833618988630784E-004
   4.8000000417232513       -2.1357714603901403E-004
   4.9000000432133675       -1.9996703645400391E-004
   5.0000000447034836       -1.8740166944675643E-004
   5.1000000461935997       -1.7578760287390309E-004
   5.2000000476837158       -1.6504090453348103E-004
   5.3000000491738319       -1.5508607016335269E-004
   5.4000000506639481       -1.4585507718787612E-004
   5.5000000521540642       -1.3728655563711019E-004
   5.6000000536441803       -1.2932506041064975E-004
   5.7000000551342964       -1.2192043136985066E-004
   5.8000000566244125       -1.1502722969152552E-004
   5.9000000581145287       -1.0860424056375662E-004
   6.0000000596046448       -1.0261403370010362E-004
   6.1000000610947609       -9.7022574333277463E-005
   6.2000000625848770       -9.1798878357298276E-005
   6.3000000640749931       -8.6914706146421435E-005
   6.4000000655651093       -8.2344290313108266E-005
   6.5000000670552254       -7.8064093295534984E-005
   6.6000000685453415       -7.4052591203846948E-005
   6.7000000700354576       -7.0290080817191392E-005
   6.8000000715255737       -6.6758507021914810E-005
   6.9000000730156898       -6.3441308324786632E-005
   7.0000000745058060       -6.0323278371777396E-005
   7.1000000759959221       -5.7390441659600295E-005
   7.2000000774860382       -5.4629941849669878E-005
   7.3000000789761543       -5.2029941287224021E-005
   7.4000000804662704       -4.9579530496235008E-005
   7.5000000819563866       -4.7268646566917419E-005
   7.6000000834465027       -4.5087999480124238E-005
   7.7000000849366188       -4.3029005524266196E-005
   7.8000000864267349       -4.1083727057773361E-005
   7.9000000879168510       -3.9244817955417718E-005
   8.0000000894069672       -3.7505474151632454E-005
   8.1000000908970833       -3.5859388759674494E-005
   8.2000000923871994       -3.4300711303270645E-005
   8.3000000938773155       -3.2824010648279028E-005
   8.4000000953674316       -3.1424241266774696E-005
   8.5000000968575478       -3.0096712505585800E-005
   8.6000000983476639       -2.8837060566328149E-005
   8.7000000998377800       -2.7641222934979801E-005
   8.8000001013278961       -2.6505415026499669E-005
   8.9000001028180122       -2.5426108834356271E-005
   9.0000001043081284       -2.4400013396467600E-005
   9.1000001057982445       -2.3424056908289677E-005
   9.2000001072883606       -2.2495370330912238E-005
   9.3000001087784767       -2.1611272357275103E-005
   9.4000001102685928       -2.0769255613226831E-005
   9.5000001117587090       -1.9966973982295788E-005
   9.6000001132488251       -1.9202230953904042E-005
   9.7000001147389412       -1.8472968904469774E-005
   9.8000001162290573       -1.7777259229544954E-005
   9.9000001177191734       -1.7113293252935238E-005
   10.000000119209290       -1.6479373845747459E-005
   10.100000120699406       -1.5873907694596073E-005
