 k=    2.0000000000000000      a=   2.0000000000000000      b=   1.0000000000000000      r=           6
 x   TT-6
   0.0000000000000000       -1.5624116002607548E-004
   5.5555555555555558E-003  -1.5612634056446652E-004
   1.1111111111111112E-002  -1.5578223135594076E-004
   1.6666666666666666E-002  -1.5520987708629236E-004
   2.2222222222222223E-002  -1.5441100945060951E-004
   2.7777777777777776E-002  -1.5338803308389680E-004
   3.3333333333333333E-002  -1.5214400607070438E-004
   3.8888888888888890E-002  -1.5068261524444203E-004
   4.4444444444444446E-002  -1.4900814655218492E-004
   5.0000000000000003E-002  -1.4712545082838993E-004
   5.5555555555555552E-002  -1.4503990539037489E-004
   6.1111111111111109E-002  -1.4275737193823439E-004
   6.6666666666666666E-002  -1.4028415131004946E-004
   7.2222222222222215E-002  -1.3762693570702604E-004
   7.7777777777777779E-002  -1.3479275905936759E-004
   8.3333333333333329E-002  -1.3178894624865119E-004
   8.8888888888888892E-002  -1.2862306193270936E-004
   9.4444444444444456E-002  -1.2530285973121522E-004
  0.10000000000000002       -1.2183623252180420E-004
  0.10555555555555558       -1.1823116456608438E-004
  0.11111111111111115       -1.1449568613205481E-004
  0.11666666666666671       -1.1063783120549130E-004
  0.12222222222222227       -1.0666559879043062E-004
  0.12777777777777782       -1.0258691819194461E-004
  0.13333333333333339       -9.8409618557904861E-005
  0.13888888888888895       -9.4141402835914086E-005
  0.14444444444444451       -8.9789826182675418E-005
  0.15000000000000008       -8.5362278751077261E-005
  0.15555555555555564       -8.0865972679740482E-005
  0.16111111111111120       -7.6307933024213350E-005
  0.16666666666666677       -7.1694992300708679E-005
  0.17222222222222233       -6.7033788263311402E-005
  0.17777777777777790       -6.2330764503837401E-005
  0.18333333333333346       -5.7592173448902343E-005
  0.18888888888888902       -5.2824081329419932E-005
  0.19444444444444459       -4.8032374711317798E-005
  0.20000000000000015       -4.3222768200147273E-005
  0.20555555555555571       -3.8400812963783794E-005
  0.21111111111111128       -3.3571905754054415E-005
  0.21666666666666684       -2.8741298147603063E-005
  0.22222222222222240       -2.3914105766664380E-005
  0.22777777777777797       -1.9095317280090688E-005
  0.23333333333333353       -1.4289803022744373E-005
  0.23888888888888909       -9.5023231063720899E-006
  0.24444444444444466       -4.7375349267566781E-006
  0.25000000000000022        1.7195467304628047E-019
  0.25555555555555576        4.7058099148640736E-006
  0.26111111111111135        9.3755074290138609E-006
  0.26666666666666689        1.4004784877579669E-005
  0.27222222222222248        1.8589410404731803E-005
  0.27777777777777801        2.3125224759676236E-005
  0.28333333333333360        2.7608138774449628E-005
  0.28888888888888914        3.2034131487945855E-005
  0.29444444444444473        3.6399248876026275E-005
  0.30000000000000027        4.0699603144559780E-005
  0.30555555555555586        4.4931372540537069E-005
  0.31111111111111139        4.9090801635753755E-005
  0.31666666666666698        5.3174202037742564E-005
  0.32222222222222252        5.7177953483478104E-005
  0.32777777777777811        6.1098505272702249E-005
  0.33333333333333365        6.4932377999416823E-005
  0.33888888888888924        6.8676165542021285E-005
  0.34444444444444478        7.2326537274678928E-005
  0.35000000000000037        7.5880240464681491E-005
  0.35555555555555590        7.9334102822797189E-005
  0.36111111111111149        8.2685035175800653E-005
  0.36666666666666703        8.5930034232538583E-005
  0.37222222222222262        8.9066185416981997E-005
  0.37777777777777816        9.2090665743718380E-005
  0.38333333333333375        9.5000746713245373E-005
  0.38888888888888928        9.7793797206233214E-005
  0.39444444444444487        1.0046728635761534E-004
  0.40000000000000041        1.0301878639297196E-004
  0.40555555555555600        1.0544597541112202E-004
  0.41111111111111154        1.0774664009826996E-004
  0.41666666666666713        1.0991867836029293E-004
  0.42222222222222267        1.1196010186098955E-004
  0.42777777777777826        1.1386903845519126E-004
  0.43333333333333379        1.1564373450668161E-004
  0.43888888888888938        1.1728255708183725E-004
  0.44444444444444492        1.1878399601076603E-004
  0.45000000000000051        1.2014666580858597E-004
  0.45555555555555605        1.2136930745022684E-004
  0.46111111111111164        1.2245078999289499E-004
  0.46666666666666717        1.2339011204100966E-004
  0.47222222222222276        1.2418640304905554E-004
  0.47777777777777830        1.2483892445842813E-004
  0.48333333333333389        1.2534707066491377E-004
  0.48888888888888943        1.2571036981400425E-004
  0.49444444444444502        1.2592848442179188E-004
