 k=    2.0000000000000000      a=   2.0000000000000000      b=   1.0000000000000000      r/b=           3
 x   SS-3b
   0.0000000000000000       -8.5476180474998746E-004
   5.5555555555555558E-003  -8.5431944384258061E-004
   1.1111111111111112E-002  -8.5299240947337763E-004
   1.6666666666666666E-002  -8.5078084772509128E-004
   2.2222222222222223E-002  -8.4768500547018500E-004
   2.7777777777777776E-002  -8.4370523547419932E-004
   3.3333333333333333E-002  -8.3884200354359957E-004
   3.8888888888888890E-002  -8.3309589772199543E-004
   4.4444444444444446E-002  -8.2646763954074989E-004
   5.0000000000000003E-002  -8.1895809733276614E-004
   5.5555555555555552E-002  -8.1056830162177921E-004
   6.1111111111111109E-002  -8.0129946260390440E-004
   6.6666666666666666E-002  -7.9115298974339547E-004
   7.2222222222222215E-002  -7.8013051351055447E-004
   7.7777777777777779E-002  -7.6823390929642950E-004
   8.3333333333333329E-002  -7.5546532354610623E-004
   8.8888888888888892E-002  -7.4182720215989562E-004
   9.4444444444444456E-002  -7.2732232121917558E-004
  0.10000000000000002       -7.1195382010072255E-004
  0.10555555555555558       -6.9572523704960099E-004
  0.11111111111111115       -6.7864054728556072E-004
  0.11666666666666671       -6.6070420372082615E-004
  0.12222222222222227       -6.4192118036743870E-004
  0.12777777777777782       -6.2229701850926970E-004
  0.13333333333333339       -6.0183787570662975E-004
  0.13888888888888895       -5.8055057768928659E-004
  0.14444444444444451       -5.5844267317583379E-004
  0.15000000000000008       -5.3552249163291426E-004
  0.15555555555555564       -5.1179920395614121E-004
  0.16111111111111120       -4.8728288601493011E-004
  0.16666666666666677       -4.6198458495552285E-004
  0.17222222222222233       -4.3591638809985656E-004
  0.17777777777777790       -4.0909149421276310E-004
  0.18333333333333346       -3.8152428683653001E-004
  0.18888888888888902       -3.5323040931092853E-004
  0.19444444444444459       -3.2422684100959876E-004
  0.20000000000000015       -2.9453197423182179E-004
  0.20555555555555571       -2.6416569109438974E-004
  0.21111111111111128       -2.3314943967407941E-004
  0.21666666666666684       -2.0150630856016451E-004
  0.22222222222222240       -1.6926109889178103E-004
  0.22777777777777797       -1.3644039288029488E-004
  0.23333333333333353       -1.0307261775557643E-004
  0.23888888888888909       -6.9188104030650822E-005
  0.24444444444444466       -3.4819136954440579E-005
  0.25000000000000022       -1.9664080395120749E-014
  0.25555555555555576        3.5232990586041753E-005
  0.26111111111111135        7.0841461652329464E-005
  0.26666666666666689        1.0678496973878545E-004
  0.27222222222222248        1.4302099999288483E-004
  0.27777777777777801        1.7950497778535811E-004
  0.28333333333333360        2.1619029382480840E-004
  0.28888888888888914        2.5302834326937801E-004
  0.29444444444444473        2.8996857919951397E-004
  0.30000000000000027        3.2695858065673837E-004
  0.30555555555555586        3.6394413529291104E-004
  0.31111111111111139        4.0086933651670473E-004
  0.31666666666666698        4.3767669487224646E-004
  0.32222222222222252        4.7430726324191696E-004
  0.32777777777777811        5.1070077533321115E-004
  0.33333333333333365        5.4679579678977163E-004
  0.33888888888888924        5.8252988815997973E-004
  0.34444444444444478        6.1783977886294703E-004
  0.35000000000000037        6.5266155121124073E-004
  0.35555555555555590        6.8693083348137993E-004
  0.36111111111111149        7.2058300096640990E-004
  0.36666666666666703        7.5355338389853060E-004
  0.37222222222222262        7.8577748109295495E-004
  0.37777777777777816        8.1719117813583203E-004
  0.38333333333333375        8.4773096891846097E-004
  0.38888888888888928        8.7733417930627253E-004
  0.39444444444444487        9.0593919172372330E-004
  0.40000000000000041        9.3348566943485039E-004
  0.40555555555555600        9.5991477930346472E-004
  0.41111111111111154        9.8516941182673866E-004
  0.41666666666666713        1.0091943972510686E-003
  0.42222222222222267        1.0319367165997520E-003
  0.42777777777777826        1.0533457064680102E-003
  0.43333333333333379        1.0733732564725425E-003
  0.43888888888888938        1.0919739982799487E-003
  0.44444444444444492        1.1091054851811507E-003
  0.45000000000000051        1.1247283612274214E-003
  0.45555555555555605        1.1388065189975735E-003
  0.46111111111111164        1.1513072451253309E-003
  0.46666666666666717        1.1622013527806722E-003
  0.47222222222222276        1.1714633003686464E-003
  0.47777777777777830        1.1790712957836980E-003
  0.48333333333333389        1.1850073856363790E-003
  0.48888888888888943        1.1892575289520044E-003
  0.49444444444444502        1.1918116549270463E-003
