 k=    5.0000000000000000      a=   5.0000000000000000      b=   1.0000000000000000      r=   10.000000000000000     
 x   TT
   10.000000000000000       -2.6668929944589138E-003
   10.200000002980232       -2.4737641448790149E-003
   10.400000005960464       -2.2979263067729148E-003
   10.600000008940697       -2.1375462529483477E-003
   10.800000011920929       -1.9910142700067719E-003
   11.000000014901161       -1.8569134772406599E-003
   11.200000017881393       -1.7339938115548638E-003
   11.400000020861626       -1.6211499020169925E-003
   11.600000023841858       -1.5174021975698838E-003
   11.800000026822090       -1.4218808242760920E-003
   12.000000029802322       -1.3338117398056894E-003
   12.200000032782555       -1.2525048270944957E-003
   12.400000035762787       -1.1773436296176041E-003
   12.600000038743019       -1.1077764802419517E-003
   12.800000041723251       -1.0433088162767926E-003
   13.000000044703484       -9.8349650682679336E-004
   13.200000047683716       -9.2794004622000518E-004
   13.400000050663948       -8.7627949021251760E-004
   13.600000053644180       -8.2819003073034689E-004
   13.800000056624413       -7.8337812079576602E-004
   14.000000059604645       -7.4157807456431231E-004
   14.200000062584877       -7.0254907852788874E-004
   14.400000065565109       -6.6607255929109030E-004
   14.600000068545341       -6.3194986120578445E-004
   14.800000071525574       -6.0000019380167442E-004
   15.000000074505806       -5.7005881458198175E-004
   15.200000077486038       -5.4197541753135117E-004
   15.400000080466270       -5.1561270174607860E-004
   15.600000083446503       -4.9084509805933393E-004
   15.800000086426735       -4.6755763449127995E-004
   16.000000089406967       -4.4564492388480186E-004
   16.200000092387199       -4.2501025925789290E-004
   16.400000095367432       -4.0556480426857272E-004
   16.600000098347664       -3.8722686779363606E-004
   16.800000101327896       -3.6992125300722048E-004
   17.000000104308128       -3.5357867254166549E-004
   17.200000107288361       -3.3813522234884820E-004
   17.400000110268593       -3.2353190777826754E-004
   17.600000113248825       -3.0971421616823533E-004
   17.800000116229057       -2.9663173092524443E-004
