 k=    2.0000000000000000      a=   4.0000000000000000      b=   2.0000000000000000      r=   2.0000000000000000     
 x   SS
   2.0000000000000000       -1.5139053643226213E-002
   2.1000000014901161       -1.2805098500953788E-002
   2.2000000029802322       -1.0896067610524791E-002
   2.3000000044703484       -9.3235098539030670E-003
   2.4000000059604645       -8.0195499338668215E-003
   2.5000000074505806       -6.9316290030104555E-003
   2.6000000089406967       -6.0187034290833611E-003
   2.7000000104308128       -5.2484676854529988E-003
   2.8000000119209290       -4.5953049022486661E-003
   2.9000000134110451       -4.0387600612875286E-003
   3.0000000149011612       -3.5623924129416047E-003
   3.1000000163912773       -3.1529056902348954E-003
   3.2000000178813934       -2.7994836604397608E-003
   3.3000000193715096       -2.4932787481023438E-003
   3.4000000208616257       -2.2270156860072455E-003
   3.5000000223517418       -1.9946822644985860E-003
   3.6000000238418579       -1.7912865074940368E-003
   3.7000000253319740       -1.6126648570584062E-003
   3.8000000268220901       -1.4553297823426859E-003
   3.9000000283122063       -1.3163480484902775E-003
   4.0000000298023224       -1.1932429704312546E-003
   4.1000000312924385       -1.0839155355159373E-003
   4.2000000327825546       -9.8658045012454563E-004
   4.3000000342726707       -8.9971405088487034E-004
   4.4000000357627869       -8.2201169474710911E-004
   4.5000000372529030       -7.5235275762081512E-004
   4.6000000387430191       -6.8977176793433292E-004
   4.7000000402331352       -6.3343450836366865E-004
   4.8000000417232513       -5.8261815764354213E-004
   4.9000000432133675       -5.3669473090862171E-004
   5.0000000447034836       -4.9511722350241601E-004
   5.1000000461935997       -4.5740797876180349E-004
   5.2000000476837158       -4.2314889186688816E-004
   5.3000000491738319       -3.9197313472785837E-004
   5.4000000506639481       -3.6355814511973030E-004
   5.5000000521540642       -3.3761966999886064E-004
   5.6000000536441803       -3.1390669056270438E-004
   5.7000000551342964       -2.9219708702915472E-004
   5.8000000566244125       -2.7229392578439186E-004
   5.9000000581145287       -2.5402227163179693E-004
   6.0000000596046448       -2.3722644427733584E-004
   6.1000000610947609       -2.2176765162684056E-004
   6.2000000625848770       -2.0752194351747653E-004
   6.3000000640749931       -1.9437843861312638E-004
   6.4000000655651093       -1.8223778472401057E-004
   6.5000000670552254       -1.7101081905541526E-004
   6.6000000685453415       -1.6061740008287330E-004
   6.7000000700354576       -1.5098538708041914E-004
   6.8000000715255737       -1.4204974694753141E-004
   6.9000000730156898       -1.3375177101330804E-004
   7.0000000745058060       -1.2603838704446552E-004
   7.1000000759959221       -1.1886155382956656E-004
   7.2000000774860382       -1.1217772752318328E-004
   7.3000000789761543       -1.0594739046610026E-004
   7.4000000804662704       -1.0013463449698878E-004
   7.5000000819563866       -9.4706791875033425E-005
   7.6000000834465027       -8.9634107873106704E-005
   7.7000000849366188       -8.4889449903229831E-005
   7.8000000864267349       -8.0448048721844931E-005
   7.9000000879168510       -7.6287267849876024E-005
   8.0000000894069672       -7.2386397846724052E-005
   8.1000000908970833       -6.8726472510832767E-005
   8.2000000923871994       -6.5290104452862504E-005
   8.3000000938773155       -6.2061337809706383E-005
   8.4000000953674316       -5.9025516146088975E-005
   8.5000000968575478       -5.6169163831619634E-005
   8.6000000983476639       -5.3479879390298442E-005
   8.7000000998377800       -5.0946239501127721E-005
   8.8000001013278961       -4.8557712486522000E-005
   8.9000001028180122       -4.6304580262918480E-005
   9.0000001043081284       -4.4177867848161167E-005
   9.1000001057982445       -4.2169279625254160E-005
   9.2000001072883606       -4.0271141653993773E-005
   9.3000001087784767       -3.8476349402546252E-005
   9.4000001102685928       -3.6778320341735728E-005
   9.5000001117587090       -3.5170950906939646E-005
   9.6000001132488251       -3.3648577387162042E-005
   9.7000001147389412       -3.2205940349030794E-005
   9.8000001162290573       -3.0838152245966145E-005
   9.9000001177191734       -2.9540667900310794E-005
   10.000000119209290       -2.8309257579415838E-005
   10.100000120699406       -2.7139982416077761E-005
