 k=    5.0000000000000000      a=   10.000000000000000      b=   2.0000000000000000      r=           8
 x   SS-8 b
   0.0000000000000000       -3.7995440452220437E-003
   5.5555555555555558E-003  -3.7984124980232335E-003
   1.1111111111111112E-002  -3.7950086846471175E-003
   1.6666666666666666E-002  -3.7893052813232561E-003
   2.2222222222222223E-002  -3.7812573755612957E-003
   2.7777777777777776E-002  -3.7708033682713037E-003
   3.3333333333333333E-002  -3.7578661638048212E-003
   3.8888888888888890E-002  -3.7423545842667546E-003
   4.4444444444444446E-002  -3.7241649376677688E-003
   5.0000000000000003E-002  -3.7031826689544107E-003
   5.5555555555555552E-002  -3.6792840276910575E-003
   6.1111111111111109E-002  -3.6523376950916226E-003
   6.6666666666666666E-002  -3.6222063246369438E-003
   7.2222222222222215E-002  -3.5887479632529975E-003
   7.7777777777777779E-002  -3.5518173327081471E-003
   8.3333333333333329E-002  -3.5112669626107236E-003
   8.8888888888888892E-002  -3.4669481765854477E-003
   9.4444444444444456E-002  -3.4187119416400156E-003
  0.10000000000000002       -3.3664095973908615E-003
  0.10555555555555558       -3.3098934868658319E-003
  0.11111111111111115       -3.2490175142574785E-003
  0.11666666666666671       -3.1836376574967966E-003
  0.12222222222222227       -3.1136124650171463E-003
  0.12777777777777782       -3.0388035666515847E-003
  0.13333333333333339       -2.9590762282043839E-003
  0.13888888888888895       -2.8742999776901050E-003
  0.14444444444444451       -2.7843493282813316E-003
  0.15000000000000008       -2.6891046183584368E-003
  0.15555555555555564       -2.5884529824853363E-003
  0.16111111111111120       -2.4822894586063252E-003
  0.16666666666666677       -2.3705182265541564E-003
  0.17222222222222233       -2.2530539617744549E-003
  0.17777777777777790       -2.1298232771258456E-003
  0.18333333333333346       -2.0007662161199168E-003
  0.18888888888888902       -1.8658377544582595E-003
  0.19444444444444459       -1.7250092643158216E-003
  0.20000000000000015       -1.5782698979640792E-003
  0.20555555555555571       -1.4256278536486000E-003
  0.21111111111111128       -1.2671114959885194E-003
  0.21666666666666684       -1.1027703139308092E-003
  0.22222222222222240       -9.3267570977939866E-004
  0.22777777777777797       -7.5692162165687563E-004
  0.23333333333333353       -5.7562498812291254E-004
  0.23888888888888909       -3.8892606734546947E-004
  0.24444444444444466       -1.9698862445979574E-004
  0.25000000000000022       -1.1195157673624426E-013
  0.25555555555555576        2.0182892867656721E-004
  0.26111111111111135        4.0826388665887595E-004
  0.26666666666666689        6.1904743146628995E-004
  0.27222222222222248        8.3389927400880754E-004
  0.27777777777777801        1.0525166865324453E-003
  0.28333333333333360        1.2745749982424333E-003
  0.28888888888888914        1.4997281794764553E-003
  0.29444444444444473        1.7276095160521745E-003
  0.30000000000000027        1.9578323756782937E-003
  0.30555555555555586        2.1899910682717421E-003
  0.31111111111111139        2.4236618017309361E-003
  0.31666666666666698        2.6584037342294365E-003
  0.32222222222222252        2.8937601234616753E-003
  0.32777777777777811        3.1292595725356527E-003
  0.33333333333333365        3.3644173713889849E-003
  0.33888888888888924        3.5987369317385036E-003
  0.34444444444444478        3.8317113126722729E-003
  0.35000000000000037        4.0628248330776906E-003
  0.35555555555555590        4.2915547661802065E-003
  0.36111111111111149        4.5173731105618928E-003
  0.36666666666666703        4.7397484311413173E-003
  0.37222222222222262        4.9581477627429794E-003
  0.37777777777777816        5.1720385680720056E-003
  0.38333333333333375        5.3808907411437411E-003
  0.38888888888888928        5.5841786465183523E-003
  0.39444444444444487        5.7813831840473947E-003
  0.40000000000000041        5.9719938682815683E-003
  0.40555555555555600        6.1555109112051169E-003
  0.41111111111111154        6.3314472965723461E-003
  0.41666666666666713        6.4993308338216794E-003
  0.42222222222222267        6.6587061793524976E-003
  0.42777777777777826        6.8091368128424031E-003
  0.43333333333333379        6.9502069563167025E-003
  0.43888888888888938        7.0815234237831641E-003
  0.44444444444444492        7.2027173895016852E-003
  0.45000000000000051        7.3134460632788105E-003
  0.45555555555555605        7.4133942616574199E-003
  0.46111111111111164        7.5022758643997689E-003
  0.46666666666666717        7.5798351463570203E-003
  0.47222222222222276        7.6458479755433352E-003
  0.47777777777777830        7.7001228691093342E-003
  0.48333333333333389        7.7425018998220534E-003
  0.48888888888888943        7.7728614466659107E-003
  0.49444444444444502        7.7911127842659692E-003
