 k=    2.0000000000000000      a=   4.0000000000000000      b=   2.0000000000000000      r=           5
 x   SS-5b
   0.0000000000000000       -4.9511724119115038E-004
   5.5555555555555558E-003  -4.9485583209044634E-004
   1.1111111111111112E-002  -4.9407166842394608E-004
   1.6666666666666666E-002  -4.9276494163454315E-004
   2.2222222222222223E-002  -4.9093597257380682E-004
   2.7777777777777776E-002  -4.8858521417151335E-004
   3.3333333333333333E-002  -4.8571325517194751E-004
   3.8888888888888890E-002  -4.8232082493631615E-004
   4.4444444444444446E-002  -4.7840879931094121E-004
   5.0000000000000003E-002  -4.7397820756156966E-004
   5.5555555555555552E-002  -4.6903024037519626E-004
   6.1111111111111109E-002  -4.6356625893234231E-004
   6.6666666666666666E-002  -4.5758780505458666E-004
   7.2222222222222215E-002  -4.5109661243451142E-004
   7.7777777777777779E-002  -4.4409461895785526E-004
   8.3333333333333329E-002  -4.3658398013058318E-004
   8.8888888888888892E-002  -4.2856708362662681E-004
   9.4444444444444456E-002  -4.2004656497507284E-004
  0.10000000000000002       -4.1102532440839395E-004
  0.10555555555555558       -4.0150654489567029E-004
  0.11111111111111115       -3.9149371138642717E-004
  0.11666666666666671       -3.8099063129135941E-004
  0.12222222222222227       -3.7000145622551912E-004
  0.12777777777777782       -3.5853070503717737E-004
  0.13333333333333339       -3.4658328814106366E-004
  0.13888888888888895       -3.3416453316778490E-004
  0.14444444444444451       -3.2128021193139795E-004
  0.15000000000000008       -3.0793656870409404E-004
  0.15555555555555564       -2.9414034977033371E-004
  0.16111111111111120       -2.7989883421235636E-004
  0.16666666666666677       -2.6521986585449300E-004
  0.17222222222222233       -2.5011188626515552E-004
  0.17777777777777790       -2.3458396868274747E-004
  0.18333333333333346       -2.1864585269533747E-004
  0.18888888888888902       -2.0230797946416872E-004
  0.19444444444444459       -1.8558152723860419E-004
  0.20000000000000015       -1.6847844686583550E-004
  0.20555555555555571       -1.5101149695370575E-004
  0.21111111111111128       -1.3319427830067970E-004
  0.21666666666666684       -1.1504126716483593E-004
  0.22222222222222240       -9.6567846905423651E-005
  0.22777777777777797       -7.7790337497725512E-005
  0.23333333333333353       -5.8726022396402983E-005
  0.23888888888888909       -3.9393172205755596E-005
  0.24444444444444466       -1.9811064608733037E-005
  0.25000000000000022       -1.1180524465638252E-014
  0.25555555555555576        2.0018687625716939E-005
  0.26111111111111135        4.0222625263304405E-005
  0.26666666666666689        6.0588401031918912E-005
  0.27222222222222248        8.1091570653096730E-005
  0.27777777777777801        1.0170667038394483E-004
  0.28333333333333360        1.2240723676141803E-004
  0.28888888888888914        1.4316583334959688E-004
  0.29444444444444473        1.6395408461456726E-004
  0.30000000000000027        1.8474271697135238E-004
  0.30555555555555586        2.0550160696764647E-004
  0.31111111111111139        2.2619983649174141E-004
  0.31666666666666698        2.4680575481870071E-004
  0.32222222222222252        2.6728704724079212E-004
  0.32777777777777811        2.8761080996641208E-004
  0.33333333333333365        3.0774363091680851E-004
  0.33888888888888924        3.2765167600207423E-004
  0.34444444444444478        3.4730078041712566E-004
  0.35000000000000037        3.6665654446442920E-004
  0.35555555555555590        3.8568443338263698E-004
  0.36111111111111149        4.0434988063853657E-004
  0.36666666666666703        4.2261839412316139E-004
  0.37222222222222262        4.4045566468102455E-004
  0.37777777777777816        4.5782767639354800E-004
  0.38333333333333375        4.7470081803351505E-004
  0.38888888888888928        4.9104199510616880E-004
  0.39444444444444487        5.0681874189422631E-004
  0.40000000000000041        5.2199933292821135E-004
  0.40555555555555600        5.3655289330996347E-004
  0.41111111111111154        5.5044950732587982E-004
  0.41666666666666713        5.6366032479724586E-004
  0.42222222222222267        5.7615766462795097E-004
  0.42777777777777826        5.8791511502493147E-004
  0.43333333333333379        5.9890762988383832E-004
  0.43888888888888938        6.0911162085179225E-004
  0.44444444444444492        6.1850504460051446E-004
  0.45000000000000051        6.2706748486683270E-004
  0.45555555555555605        6.3478022884334590E-004
  0.46111111111111164        6.4162633752992443E-004
  0.46666666666666717        6.4759070968674803E-004
  0.47222222222222276        6.5266013906145452E-004
  0.47777777777777830        6.5682336459677384E-004
  0.48333333333333389        6.6007111336047588E-004
  0.48888888888888943        6.6239613597643009E-004
  0.49444444444444502        6.6379323437394915E-004
