 k=    2.0000000000000000      a=   4.0000000000000000      b=   2.0000000000000000      r=           6
 x   TT-6b
   0.0000000000000000       -3.9556248997506851E-004
   5.5555555555555558E-003  -3.9526042720518223E-004
   1.1111111111111112E-002  -3.9435527074084135E-004
   1.6666666666666666E-002  -3.9285010683682512E-004
   2.2222222222222223E-002  -3.9075004842187820E-004
   2.7777777777777776E-002  -3.8806218923410240E-004
   3.3333333333333333E-002  -3.8479554037266199E-004
   3.8888888888888890E-002  -3.8096095003571152E-004
   4.4444444444444446E-002  -3.7657100744345750E-004
   5.0000000000000003E-002  -3.7163993217740606E-004
   5.5555555555555552E-002  -3.6618345039905352E-004
   6.1111111111111109E-002  -3.6021865963847832E-004
   6.6666666666666666E-002  -3.5376388405845897E-004
   7.2222222222222215E-002  -3.4683852229401422E-004
   7.7777777777777779E-002  -3.3946289013054947E-004
   8.3333333333333329E-002  -3.3165806040525683E-004
   8.8888888888888892E-002  -3.2344570258565063E-004
   9.4444444444444456E-002  -3.1484792448695101E-004
  0.10000000000000002       -3.0588711852991681E-004
  0.10555555555555558       -2.9658581480946668E-004
  0.11111111111111115       -2.8696654304311963E-004
  0.11666666666666671       -2.7705170520256393E-004
  0.12222222222222227       -2.6686346031156154E-004
  0.12777777777777782       -2.5642362253277976E-004
  0.13333333333333339       -2.4575357328158212E-004
  0.13888888888888895       -2.3487418771429353E-004
  0.14444444444444451       -2.2380577555983818E-004
  0.15000000000000008       -2.1256803591324037E-004
  0.15555555555555564       -2.0118002530091284E-004
  0.16111111111111120       -1.8966013807092988E-004
  0.16666666666666677       -1.7802609796269578E-004
  0.17222222222222233       -1.6629495957159164E-004
  0.17777777777777790       -1.5448311834384402E-004
  0.18333333333333346       -1.4260632771040491E-004
  0.18888888888888902       -1.3067972198938353E-004
  0.19444444444444459       -1.1871784374635643E-004
  0.20000000000000015       -1.0673467439200575E-004
  0.20555555555555571       -9.4743666908314499E-005
  0.21111111111111128       -8.2757779719911298E-005
  0.21666666666666684       -7.0789510858992752E-005
  0.22222222222222240       -5.8850931704558449E-005
  0.22777777777777797       -4.6953719704771368E-005
  0.23333333333333353       -3.5109189611542368E-005
  0.23888888888888909       -2.3328322866538119E-005
  0.24444444444444466       -1.1621794876261581E-005
  0.25000000000000022        4.2151191822762333E-019
  0.25555555555555576        1.1526925851739831E-005
  0.26111111111111135        2.2949085048721832E-005
  0.26666666666666689        3.4256800491965288E-005
  0.27222222222222248        4.5440600232993129E-005
  0.27777777777777801        5.6491204378358250E-005
  0.28333333333333360        6.7399514172524893E-005
  0.28888888888888914        7.8156603134993543E-005
  0.29444444444444473        8.8753710116035658E-005
  0.30000000000000027        9.9182234128565751E-005
  0.30555555555555586        1.0943373081067095E-004
  0.31111111111111139        1.1949991037332595E-004
  0.31666666666666698        1.2937263689020555E-004
  0.32222222222222252        1.3904392879068373E-004
  0.32777777777777811        1.4850596042257402E-004
  0.33333333333333365        1.5775106455757931E-004
  0.33888888888888924        1.6677173571937159E-004
  0.34444444444444478        1.7556063422154565E-004
  0.35000000000000037        1.8411059081010304E-004
  0.35555555555555590        1.9241461181250102E-004
  0.36111111111111149        2.0046588470254485E-004
  0.36666666666666703        2.0825778399736011E-004
  0.37222222222222262        2.1578387740937767E-004
  0.37777777777777816        2.2303793218256856E-004
  0.38333333333333375        2.3001392154814673E-004
  0.38888888888888928        2.3670603124051020E-004
  0.39444444444444487        2.4310866601940669E-004
  0.40000000000000041        2.4921645614915298E-004
  0.40555555555555600        2.5502426379012632E-004
  0.41111111111111154        2.6052718926199663E-004
  0.41666666666666713        2.6572057714183063E-004
  0.42222222222222267        2.7060002216382754E-004
  0.42777777777777826        2.7516137489057063E-004
  0.43333333333333379        2.7940074712867990E-004
  0.43888888888888938        2.8331451706451605E-004
  0.44444444444444492        2.8689933409801923E-004
  0.45000000000000051        2.9015212335517315E-004
  0.45555555555555605        2.9307008986165228E-004
  0.46111111111111164        2.9565072236228149E-004
  0.46666666666666717        2.9789179677273009E-004
  0.47222222222222276        2.9979137925160900E-004
  0.47777777777777830        3.0134782888279035E-004
  0.48333333333333389        3.0255979995928673E-004
  0.48888888888888943        3.0342624386146984E-004
  0.49444444444444502        3.0394641052384515E-004
