 k=    2.0000000000000000      a=   4.0000000000000000      b=   2.0000000000000000      r=   4.0000000000000000     
 x   TT
   4.0000000000000000       -2.5277838298790570E-003
   4.1000000014901161       -2.2570676028264699E-003
   4.2000000029802322       -2.0209443526247300E-003
   4.3000000044703484       -1.8143106881282653E-003
   4.4000000059604645       -1.6329123737587291E-003
   4.5000000074505806       -1.4731877181589578E-003
   4.6000000089406967       -1.3321425519538239E-003
   4.7000000104308128       -1.2072499001479044E-003
   4.8000000119209290       -1.0963690688838316E-003
   4.9000000134110451       -9.9768007795240574E-004
   5.0000000149011612       -9.0963028585596534E-004
   5.1000000163912773       -8.3089075009797444E-004
   5.2000000178813934       -7.6032039748861373E-004
   5.3000000193715096       -6.9693648846138039E-004
   5.4000000208616257       -6.3989017579073933E-004
   5.5000000223517418       -5.8844620401136624E-004
   5.6000000238418579       -5.4196598792445919E-004
   5.7000000253319740       -4.9989345933935361E-004
   5.8000000268220901       -4.6174319007609936E-004
   5.9000000283122063       -4.2709039340766954E-004
   6.0000000298023224       -3.9556248101110054E-004
   6.1000000312924385       -3.6683191231212133E-004
   6.2000000327825546       -3.4061012107278177E-004
   6.3000000342726707       -3.1664234268194283E-004
   6.4000000357627869       -2.9470319680408524E-004
   6.5000000372529030       -2.7459290533716547E-004
   6.6000000387430191       -2.5613404621233088E-004
   6.7000000402331352       -2.3916876037162807E-004
   6.8000000417232513       -2.2355634302272741E-004
   6.9000000432133675       -2.0917116157774112E-004
   7.0000000447034836       -1.9590085200264936E-004
   7.1000000461935997       -1.8364475300703157E-004
   7.2000000476837158       -1.7231254388933536E-004
   7.3000000491738319       -1.6182305716086348E-004
   7.4000000506639481       -1.5210324149581291E-004
   7.5000000521540642       -1.4308725425185719E-004
   7.6000000536441803       -1.3471566590327744E-004
   7.7000000551342964       -1.2693476133017988E-004
   7.8000000566244125       -1.1969592509758447E-004
   7.9000000581145287       -1.1295509970645459E-004
   8.0000000596046448       -1.0667230736201901E-004
   8.1000000610947609       -1.0081122712988168E-004
   8.2000000625848770       -9.5338820476139816E-005
   8.3000000640749931       -9.0224999146041465E-005
   8.4000000655651093       -8.5442330153198318E-005
   8.5000000670552254       -8.0965773350102078E-005
   8.6000000685453415       -7.6772447649096871E-005
   8.7000000700354576       -7.2841422476412174E-005
   8.8000000715255737       -6.9153531483240034E-005
   8.9000000730156898       -6.5691205917948239E-005
   9.0000000745058060       -6.2438325391445546E-005
   9.1000000759959221       -5.9380084051105245E-005
   9.2000000774860382       -5.6502870423971156E-005
   9.3000000789761543       -5.3794159402682426E-005
   9.4000000804662704       -5.1242415032287876E-005
   9.5000000819563866       -4.8837002916811934E-005
   9.6000000834465027       -4.6568111204425814E-005
   9.7000000849366188       -4.4426679232220136E-005
   9.8000000864267349       -4.2404333018301130E-005
   9.9000000879168510       -4.0493326882322222E-005
   10.000000089406967       -3.8686490557398795E-005
   10.100000090897083       -3.6977181228163202E-005
