          50   48.291381038554547     
         100   40.723265536248341     
         150   35.912899762023486     
         200   31.050509943007405     
         250   24.851969843148577     
         300   18.624899340831707     
         350   12.510891469225498     
         400   6.6321956265686914     
         450  0.61645865413311307     
         500  -7.0416699467688497     
         550  -14.371071795338015     
         600  -21.194821602273809     
         650  -28.496834149710029     
         700  -36.236122601360293     
         750  -43.542827586806517     
         800  -50.508609236033834     
         850  -57.185894332245546     
         900  -63.744219220510161     
         950  -70.595080698159009     
        1000  -77.231716017000224     
        1050  -83.657570616562964     
        1100  -90.920352997478517     
        1150  -97.866579668476916     
        1200  -104.81910812725714     
        1250  -111.62679016116665     
        1300  -118.26501686676023     
        1350  -124.89623149939692     
        1400  -131.57901367846293     
        1450  -138.59681840080324     
        1500  -145.42918087183338     
        1550  -152.33774268285762     
        1600  -159.16997334390979     
        1650  -165.71037726228954     
        1700  -172.13060870427444     
        1750  -178.40242331509614     
        1800  -184.45374668597555     
        1850  -190.41013570432975     
        1900  -196.35598353520834     
        1950  -202.04308395235356     
        2000  -207.92374962936989     
        2050  -213.91642323862658     
        2100  -219.89834677524874     
        2150  -225.67270414073900     
        2200  -231.37769040445690     
        2250  -237.35844697894763     
        2300  -243.23780725322538     
        2350  -249.02993834183235     
        2400  -254.71306889042029     
        2450  -260.35886015253692     
        2500  -266.26625836314548     
        2550  -272.13690137674212     
        2600  -278.18923487092928     
        2650  -284.19291337938893     
        2700  -290.12222955419065     
        2750  -295.86911841749571     
        2800  -301.45396802719728     
        2850  -307.08034375835655     
        2900  -312.89451764693467     
        2950  -318.79870578318128     
        3000  -324.63282161859979     
        3050  -330.37717141810970     
        3100  -336.02503205144143     
        3150  -341.54132991272530     
        3200  -346.92009955509707     
        3250  -352.35152308461375     
        3300  -357.74077938337081     
        3350  -363.18976212741256     
        3400  -368.68600744820446     
        3450  -374.21192170161720     
        3500  -379.70598137282445     
        3550  -385.09115894345098     
        3600  -390.45623112818157     
        3650  -395.80607340096594     
        3700  -401.07316117082399     
        3750  -406.27170102104162     
        3800  -411.46726297990602     
        3850  -416.80262521907144     
        3900  -422.20836189128522     
        3950  -427.54335910541130     
        4000  -432.84353610053881     
        4050  -438.05709677599492     
        4100  -443.25511092973386     
        4150  -448.40615967650325     
        4200  -453.56301748182767     
        4250  -458.72617740183045     
        4300  -463.81227442087447     
        4350  -468.85785161992237     
        4400  -473.94005851417086     
        4450  -479.08554337562634     
        4500  -484.24208079166874     
        4550  -489.51356102366697     
        4600  -494.89129034804432     
        4650  -500.38512247217420     
        4700  -505.79724963934927     
        4750  -511.15558371792588     
        4800  -516.47935339338051     
        4850  -521.80641237992245     
        4900  -527.05293245768451     
        4950  -532.22451360115463     
        5000  -537.35843762725278     
        5050  -542.52180815718100     
        5100  -547.66595141964899     
        5150  -552.75807854690868     
        5200  -557.78144729145754     
        5250  -562.77651836953373     
        5300  -567.75687925539444     
        5350  -572.77507795601264     
        5400  -577.77237936419067     
        5450  -582.71024733743582     
        5500  -587.62790604561701     
        5550  -592.50607814703835     
        5600  -597.38404138602493     
        5650  -602.28640518599866     
        5700  -607.15529377953737     
        5750  -611.98379770952613     
        5800  -616.82582676463380     
        5850  -621.68431274629882     
        5900  -626.73760422442660     
        5950  -631.87924444520377     
        6000  -636.99608105039033     
        6050  -642.25793237829589     
        6100  -647.64558482240795     
        6150  -652.98128139981179     
        6200  -658.28004610914570     
        6250  -663.54294692805627     
        6300  -668.79385072200171     
        6350  -674.02018201764315     
        6400  -679.23705912866922     
        6450  -684.42914530533972     
        6500  -689.67237598207532     
        6550  -694.94750723997947     
        6600  -700.29741701419402     
        6650  -705.65373062950266     
        6700  -711.05163123025181     
        6750  -716.52078248174291     
        6800  -721.97202519076939     
        6850  -727.36804043403777     
        6900  -732.69267091060510     
        6950  -737.95182972365899     
        7000  -743.21604987889657     
        7050  -748.54296742822180     
        7100  -753.88476477531015     
        7150  -759.32076754855086     
        7200  -764.69919022510669     
        7250  -770.02121999931421     
        7300  -775.30695464899679     
        7350  -780.55952270099647     
        7400  -785.84614016195997     
        7450  -791.22404850378166     
        7500  -796.56257280121872     
        7550  -801.84890359070494     
        7600  -807.12068474781290     
        7650  -812.43300783458733     
        7700  -817.70996331854553     
        7750  -822.93185241164542     
        7800  -828.11092726373931     
        7850  -833.29381141057593     
        7900  -838.47909158038124     
        7950  -843.70752804037022     
        8000  -848.91988785954538     
        8050  -854.17974121193049     
        8100  -859.45331392718401     
        8150  -864.67600907907342     
        8200  -869.86761812026191     
        8250  -875.02760656882015     
        8300  -880.15953233969867     
        8350  -885.25627956515359     
        8400  -890.32111646206852     
        8450  -895.38155725783918     
        8500  -900.47374382178862     
        8550  -905.53439434196264     
        8600  -910.64036532127329     
        8650  -915.77671037242567     
        8700  -920.92468736793933     
        8750  -926.01704499610867     
        8800  -931.05962367181758     
        8850  -936.08880428975101     
        8900  -941.14519231947077     
        8950  -946.15709923025406     
        9000  -951.14292562865273     
        9050  -956.08658258502840     
        9100  -960.99504257340618     
        9150  -965.89866043552695     
        9200  -970.75311703450814     
        9250  -975.56722796080066     
        9300  -980.46674859830148     
        9350  -985.45265457509549     
        9400  -990.45421736988908     
        9450  -995.42845361523632     
        9500  -1000.3761841817686     
        9550  -1005.2983965658648     
        9600  -1010.2199751998584     
        9650  -1015.1744614008164     
        9700  -1020.2836275712497     
        9750  -1025.3862940071472     
        9800  -1030.4694611401219     
        9850  -1035.5234782820937     
        9900  -1040.5381038891630     
        9950  -1045.5241972210631     
       10000  -1050.4964974267727     
